source,author,title,description,url,urlToImage,publishedAt,content,source_name
"{'id': 'football-italia', 'name': 'Football Italia'}",Peter Young,Mönchengladbach revelation gives Milan boost in Koné pursuit,"Borussia Mönchengladbach sporting director has handed Milan a boost in their pursuit of Manu Koné, revealing that the player requested to leave the club at the start of the transfer window.",https://football-italia.net/gladbach-director-give-milan-kone-boost/,https://icdn.football-italia.net/wp-content/uploads/2024/07/11792755-1.jpg,2024-07-29T18:48:00Z,"Borussia Mönchengladbach sporting director Roland Virkus has confirmed that midfielder Kamu Koné has asked to leave the club, amidst links with a potential move to Milan.
Football Italia reported la… [+1342 chars]",Football Italia
"{'id': None, 'name': 'Arsenal.com'}",,In pictures: Calafiori's first day as a Gunner,See everything our new signing got up to in his first 24 hours at the club after arriving from Bologna,https://www.arsenal.com/news/pictures-calafioris-first-day-gunner,https://www.arsenal.com/sites/default/files/styles/desktop_16x9/public/images/calafiori-training-philadelphia.png?h=2e7ce19d&auto=webp&itok=H9dm-Zgv,2024-07-29T18:36:00Z,"After completing his move to Arsenal, Riccardo Calafiori revealed putting pen to paper was the culmination of a decade-long dream to sign for a Premier League club.
A whirlwind couple of days has se… [+2844 chars]",Arsenal.com
"{'id': None, 'name': 'newsBTC'}",Keshav Verma,Bitcoin Bull Cycle Likely To Go On Till Mid-2025: CryptoQuant CEO,"The CEO and founder of the on-chain analytics firm CryptoQuant has explained how this Bitcoin bull cycle could probably last till mid-2025. Profit-Taking From Old Bitcoin Whales Lasted For 18 Months In Previous Cycles In a new post on X, CryptoQuant founder a…",http://www.newsbtc.com/bitcoin-news/bitcoin-bull-cycle-till-mid-2025-cryptoquant-ceo/,https://www.newsbtc.com/wp-content/uploads/2024/07/btc_a1669a.png?fit=1792%2C1024,2024-07-29T18:30:56Z,"Keshav is currently a senior writer at NewsBTC and has been attached to the website since June 14, 2021. Keshav has been writing for many years, first as a hobbyist and later as a freelancer. He has … [+2820 chars]",newsBTC
"{'id': 'four-four-two', 'name': 'FourFourTwo'}",Sean Cole,"'I don’t think England have to appoint an English manager – as long as the new manager has success, nobody will care where he’s from’: Premier League legend weighs in on Three Lions boss debate","The FA are taking their time to name a replacement for Gareth Southgate, whose eight-year reign ended with defeat in the Euro 2024 final",https://www.fourfourtwo.com/news/i-dont-think-england-have-to-appoint-an-english-manager-as-long-as-the-new-manager-has-success-nobody-will-care-where-hes-from-premier-league-legend-weighs-in-on-three-lions-boss-debate,https://cdn.mos.cms.futurecdn.net/TQdNuc6V35vpifLvyHbZHM-1200-80.jpg,2024-07-29T18:00:00Z,"Robbie Keane believes that Mauricio Pochettino's nationality shouldn't be a barrier to him potentially taking over as England manager.
The former Tottenham Hotspur and Chelsea boss, who won 20 inter… [+2729 chars]",FourFourTwo
"{'id': 'cbs-news', 'name': 'CBS News'}",Meredith Gordon,How to watch the USA vs. Japan Olympic women's basketball game,"Breanna Stewart, Sabrina Ionescu, Diana Taurasi and the Team USA Olympic women's basketball team face Japan today.",https://www.cbsnews.com/essentials/how-to-watch-the-usa-vs-japan-olympic-womens-basketball-game-today/,https://assets2.cbsnewsstatic.com/hub/i/r/2024/07/29/2f8e9bf3-49b4-49fe-bada-3c56570374e1/thumbnail/1200x630/479176ee372c22436751bf74943c9a94/gettyimages-2163312535-1.jpg?v=5501038cbc281520ff9fdc308faab7dc,2024-07-29T17:24:33Z,"Breanna Stewart #10 of the United States drives to the basket defended by Nyara Sabally #8 of Germany during the USA V Germany, USA basketball showcase Women's basketball match in preparation for the… [+9215 chars]",CBS News
"{'id': 'usa-today', 'name': 'USA Today'}",Wolverines Wire,"Gary Danielson doesn’t write of Michigan football repeat, shares key to winning in 2024","Don't write #Michigan off, haters! #GoBlue",https://wolverineswire.usatoday.com/2024/07/29/why-gary-danielson-is-high-on-michigan-football-in-2024/,https://s.yimg.com/ny/api/res/1.2/L9DMAptcs1msKBgvfehq6g--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://media.zenfs.com/en/wolverines_wire_usa_today_articles_790/6c5459890ec19c2a0b801842d94c3bf1,2024-07-29T17:17:57Z,"INDIANAPOLIS  Usually, when a team makes a playoff run let alone making it three straight years and winning the national championship as Michigan football has done that team becomes the new hotness. … [+2889 chars]",USA Today
"{'id': None, 'name': 'Arsenal.com'}",,"Calafiori on Arsenal move: ""It's a dream""",Hear from the Italian international defender in his first interview after signing for Arsenal from Bologna,https://www.arsenal.com/news/calafiori-arsenal-move-its-dream,https://www.arsenal.com/sites/default/files/styles/desktop_16x9/public/images/calafiori-interview.png?h=3c8f2bed&auto=webp&itok=5AN7Yy3f,2024-07-29T17:00:00Z,"After completing his move to Arsenal, Riccardo Calafiori revealed putting pen to paper was the culmination of a decade-long dream to sign for a Premier League club.
A whirlwind couple of days has se… [+2844 chars]",Arsenal.com
"{'id': 'cbs-news', 'name': 'CBS News'}",Meredith Gordon,How to watch men's gymnastics at the 2024 Paris Olympics today,"Don't miss a single Team USA men's gymnastics event at the 2024 Paris Olympics, even if you don't have cable.",https://www.cbsnews.com/essentials/how-to-watch-mens-gymnastics-olympics-2024/,https://assets1.cbsnewsstatic.com/hub/i/r/2024/07/23/aefa03fb-d7c3-4024-ba70-0c3cdbda3534/thumbnail/1200x630/3840d6192e529d9e5197da37e441545e/gettyimages-2159280929-1.jpg?v=5501038cbc281520ff9fdc308faab7dc,2024-07-29T16:35:10Z,"The U.S. Olympic Team for Men's Gymnastics and their alternates stand after being named at the U.S. Olympic Team Trials for Gymnastics at Target Center in Minneapolis on June 29, 2024. 
Nikolas Liep… [+8443 chars]",CBS News
"{'id': None, 'name': 'BBC News'}",Daniele Verri,Arsenal signing Calafiori - all you need to know,"As Arsenal sign Italy defender Riccardo Calafiori, here is everything you need to know about the versatile 22-year-old.",https://www.bbc.com/sport/football/articles/crg5p3vg7pjo,https://ichef.bbci.co.uk/news/1024/branded_sport/1a35/live/53f7c760-49cf-11ef-8916-49255163624f.jpg,2024-07-29T16:27:58Z,"Bologna ended the season with just six defeats and the third best Serie A defence - behind Inter and Juventus - and much of the credit goes to Calafiori.
The Italian will now have to find his way in… [+1909 chars]",BBC News
"{'id': None, 'name': 'CBS Sports'}",Pardeep Cattry,Team USA men's soccer look to join women in knockout rounds; Canada try to advance despite spygate penalty,"Elsewhere on the Golazo Starting XI newsletter, Christian Pulisic focuses on season two in Milan",https://www.cbssports.com/soccer/news/team-usa-mens-soccer-look-to-join-women-in-knockout-rounds-canada-try-to-advance-despite-spygate-penalty/,https://sportshub.cbsistatic.com/i/r/2024/07/29/c274e7d5-f007-4a6f-91fa-4d37c0c0839e/thumbnail/1200x675/7d526ca6c0c3976436f3d98a734ed8f1/untitled-design-2024-07-29t175911-953.png,2024-07-29T16:24:03Z,"Hello! Everything came up Team USA in the Olympic soccer events over the weekend, while Canada are on the hunt to survive their points deduction as the spygate fallout continues. I'm Pardeep Cattry w… [+10518 chars]",CBS Sports
"{'id': 'cbs-news', 'name': 'CBS News'}",Meredith Gordon,Olympics 2024: How to watch women's basketball today,"Watch Team USA go for its eighth consecutive gold medal in women's basketball, even if you don't have cable.",https://www.cbsnews.com/essentials/how-to-watch-womens-basketball-olympics-2024/,https://assets3.cbsnewsstatic.com/hub/i/r/2024/07/23/362c20d2-df2c-497e-8ec3-972ccd587929/thumbnail/1200x630/36ef1291b04b97e76ba7814ed540a172/gettyimages-1429284230-1.jpg?v=5501038cbc281520ff9fdc308faab7dc,2024-07-29T16:21:38Z,"Team USA women's basketball.
Getty Images
The 2024 Summer Olympics is here (starting on July 26, 2024) and Team USA women's basketball's is stacked with top WNBA talent, including Diana Taurasi (Ph… [+9131 chars]",CBS News
